full_name,created_at,updated_at,size,stargazers_count,language,has_issues,forks_count,archived,open_issues_count,topics,open_issues,description,fork,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_Kubewarden,has_opagatekeeper,contributors_count
Privado-Inc/privado,2021-11-13T11:46:25Z,2025-03-30T01:27:06Z,30950,528,Python,True,62,False,33,"android-privacy-tools,appsec,compliance,devprivops,devsecops,gdpr,gdpr-compliant,hacktoberfest,play-store-data-safety,privacy-by-design,privacy-engineering,privacy-labels,privacy-policy,static-analysis",33,"Open Source Static Scanning tool to detect data flows in your code, find data security vulnerabilities & generate accurate Play Store Data Safety Report.",False,False,False,False,False,False,True,False,False,False,33
hexikani/pulsechain-projects,2022-08-27T03:47:46Z,2025-01-28T12:11:38Z,9806,5,,True,5,False,0,,0,Open Source repository of PulseChain projects and tokens in machine processable form,False,False,False,False,False,False,True,False,False,False,2
aws-samples/aws-control-tower-cicd-cloud-custodian,2021-01-07T17:36:00Z,2024-06-13T00:06:38Z,10,13,,True,7,False,0,,0,,False,False,False,False,False,False,True,False,False,False,2
canonical/snapd,2015-10-21T11:51:46Z,2025-04-08T09:02:37Z,165226,1941,Go,False,603,False,135,,135,The snapd and snap tools enable systems to work with .snap files.,False,False,False,False,False,False,True,False,False,False,320
amigavision/AmigaVision,2020-02-12T13:55:40Z,2025-04-06T20:55:23Z,571824,138,Python,True,5,False,68,"amiga,emulation,fpga,preservation",68,"The ultimate Amiga games & demo scene setup for MiSTer & Pocket FPGAs, emulators, and real hardware. Open source, community driven. This is an Amiga HDF image builder that uses WHDLoad and custom installs, based on the Arcade Game Selector launcher.",False,False,False,False,False,False,True,False,False,False,4
awslabs/aws-service-catalog-products,2019-05-16T17:07:08Z,2024-11-15T13:01:21Z,2077,163,Python,True,37,False,20,"aws,cloudformation,iaas,selfservice,servicecatalog",20,"This repository contains a number of CloudFormation templates which can be used independently or as Products with AWS Service Catalog including the Open Source Tools AWS Service Catalog Factory and AWS Service Catalog Puppet. The templates include a number of the foundational AWS Services you may choose to manage Account Compliance including AWS Config, AWS CloudTrail and GuardDuty",False,False,False,False,False,False,True,False,False,False,13
Near-One/eth-connector,2021-02-15T14:21:04Z,2024-09-06T12:01:18Z,1167,40,JavaScript,True,6,False,18,,18,A temporary repo for ETH connector to be used by EVM,False,False,False,False,False,False,True,False,False,False,12
Near-One/eth-connector,2021-02-15T14:21:04Z,2024-09-06T12:01:18Z,1167,40,JavaScript,True,6,False,18,,18,A temporary repo for ETH connector to be used by EVM,False,False,False,False,False,False,True,False,False,False,12
jtroberts83/Cloud-Custodian,2017-06-27T20:17:13Z,2024-09-04T01:25:27Z,7603,67,Python,True,18,False,0,,0,Cloud Custodian Policy Files and code,False,False,False,False,False,False,True,False,False,False,3
web3privacy/explorer-data,2023-10-06T14:20:29Z,2025-03-25T16:19:22Z,37749,18,JavaScript,True,34,False,26,"database,privacy",26,Privacy Explorer Data Repository,False,False,False,False,False,False,True,False,False,False,36
memo33/sc4pac,2023-10-08T15:07:15Z,2025-03-08T11:22:50Z,688,6,YAML,True,7,False,3,simcity4,3,Metadata channel of package manager Sc4pac,False,False,False,False,False,False,True,False,False,False,6
morgante/deployment-example,2019-04-11T15:11:07Z,2024-02-07T01:52:05Z,8077,17,HCL,False,34,False,1,,1,,False,True,False,False,False,False,False,False,False,False,2
morgante/deployment-example,2019-04-11T15:11:07Z,2024-02-07T01:52:05Z,8077,17,HCL,False,34,False,1,,1,,False,False,False,True,False,False,False,False,False,True,2
morgante/deployment-example,2019-04-11T15:11:07Z,2024-02-07T01:52:05Z,8077,17,HCL,False,34,False,1,,1,,False,True,False,False,False,False,False,False,False,False,2
morgante/deployment-example,2019-04-11T15:11:07Z,2024-02-07T01:52:05Z,8077,17,HCL,False,34,False,1,,1,,False,False,False,True,False,False,False,False,False,True,2
AdminTurnedDevOps/kubernetes-examples,2022-03-10T19:03:50Z,2025-04-02T01:31:28Z,29555,724,Go,True,368,False,2,,2,This repo contains a bunch of Kubernetes examples,False,False,False,True,False,False,False,False,False,True,2
open-policy-agent/gatekeeper-external-data-provider,2022-07-05T20:53:28Z,2024-11-15T15:53:58Z,120,11,Shell,True,9,False,7,"external-data,gatekeeper,hacktoberfest,kubernetes,policy",7,A template repository for building external data providers for Gatekeeper.,False,False,False,True,False,False,False,False,False,True,5
VergeOps/k8s-rvstore,2018-11-30T22:47:59Z,2025-01-05T00:10:24Z,197730,48,Go,True,109,False,49,,49,RV Store demo application for the Docker/Kubernetes course,False,False,False,True,False,False,False,False,False,True,2
GoogleCloudPlatform/professional-services,2017-05-18T19:29:27Z,2025-04-07T18:50:44Z,408597,2882,Python,True,1354,False,41,"bigquery,examples,gke,google-cloud-compute,google-cloud-dataflow,google-cloud-ml,google-cloud-platform,solutions,tools",41,Common solutions and tools developed by Google Cloud's Professional Services team. This repository and its contents are not an officially supported Google product.,False,False,False,True,False,False,False,False,False,True,305
fjudith/saltstack-kubernetes,2019-05-18T12:51:19Z,2024-12-20T13:49:47Z,16890,71,Jinja,True,20,False,0,"cluster,cncf,hyperconverged,kubernetes,saltstack,terraform",0,Deploy the lowest-cost production ready Kubernetes cluster using terraform and saltstack.,False,False,False,True,False,False,False,False,False,True,9
AdminTurnedDevOps/kubernetes-real-world-course,2023-05-25T13:35:24Z,2025-01-27T20:27:20Z,49,51,HCL,True,56,False,0,,0,,False,False,False,True,False,False,False,False,False,True,2
Azure/draft,2021-11-18T16:54:22Z,2025-04-03T19:42:24Z,28007,595,Go,True,66,False,52,,52,A day 0 tool for getting your app on k8s fast,False,False,False,True,False,False,False,False,False,True,29
ietf-tools/relaton-data-ids,2021-12-05T13:04:09Z,2025-04-08T03:55:03Z,14111592,9,Ruby,True,12,False,5,,5,Bibliographic data information for Internet-Drafts in Relaton format,False,False,False,False,False,False,True,False,False,False,5
vmware-tanzu/kubeapps,2017-10-19T14:14:34Z,2025-04-08T07:08:50Z,129116,5087,Go,True,710,False,153,"carvel,deployment,flux,helm,kubernetes",153,A web-based UI for deploying and managing applications in Kubernetes clusters,False,False,False,False,False,False,True,False,False,False,112
vfarcic/cncf-demo,2022-11-11T19:47:35Z,2025-04-06T19:55:51Z,3084,222,Go,True,56,False,1,,1,,False,False,False,False,False,False,True,False,True,False,6
wealthbot-io/wealthbot,2015-02-05T15:50:33Z,2024-12-06T18:05:20Z,28359,676,PHP,True,159,False,13,,13,Use wealthbot.io to easily setup your own wealth management platform ⛺,False,False,False,False,False,False,True,False,False,False,23
wealthbot-io/wealthbot,2015-02-05T15:50:33Z,2024-12-06T18:05:20Z,28359,676,PHP,True,159,False,13,,13,Use wealthbot.io to easily setup your own wealth management platform ⛺,False,False,False,False,False,False,True,False,False,False,23
microsoft/dsl-copilot,2024-03-18T19:53:28Z,2025-04-04T02:01:29Z,7322,51,C#,True,9,False,11,,11,,False,False,False,False,False,False,True,False,False,False,5
HealthSamurai/igpop,2019-10-21T15:04:06Z,2024-11-12T16:36:42Z,46288,15,Clojure,True,6,False,5,,5,Sugar for FHIR profiles,False,False,False,False,False,False,True,False,False,False,11
materialsvirtuallab/materials.sh,2016-10-20T03:42:23Z,2024-04-10T11:54:21Z,692,10,Python,True,6,False,0,"anaconda,anaconda-cloud,materials-science",0,materials.sh,False,False,False,False,False,False,True,False,False,False,6
pbom-dev/OSCAR,2023-02-11T14:37:50Z,2025-04-04T23:44:14Z,519,92,Python,True,25,False,20,,20,"A comprehensive, systematic and actionable way to understand attacker behaviors and techniques with respect to the software supply chain",False,False,False,False,False,False,True,False,False,False,9
DataBassGit/AssistAF,2023-05-30T18:09:29Z,2024-12-09T10:53:25Z,200,43,Python,True,6,False,1,,1,,False,False,False,False,False,False,True,False,False,False,3
Resourcely-Inc/cloud-guardrails,2024-10-10T16:59:49Z,2025-04-04T16:38:37Z,95,125,,True,10,False,0,,0,"Open-source best practices for protecting a secure, sensible cloud platform",False,False,False,False,False,False,True,False,False,False,5
project-sunbird/sunbird-devops,2017-07-03T15:17:48Z,2024-09-13T09:00:06Z,143551,61,Jinja,True,375,False,13,,13,Repository for Sunbird devops related projects,False,True,False,False,False,False,False,False,False,False,133
project-sunbird/sunbird-devops,2017-07-03T15:17:48Z,2024-09-13T09:00:06Z,143551,61,Jinja,True,375,False,13,,13,Repository for Sunbird devops related projects,False,False,False,False,False,False,True,False,False,False,133
project-sunbird/sunbird-devops,2017-07-03T15:17:48Z,2024-09-13T09:00:06Z,143551,61,Jinja,True,375,False,13,,13,Repository for Sunbird devops related projects,False,True,False,False,False,False,False,False,False,False,133
project-sunbird/sunbird-devops,2017-07-03T15:17:48Z,2024-09-13T09:00:06Z,143551,61,Jinja,True,375,False,13,,13,Repository for Sunbird devops related projects,False,False,False,False,False,False,True,False,False,False,133
reply-fr/sustainable-personal-accounts,2021-11-25T12:37:51Z,2025-04-02T09:06:43Z,17867,46,Python,True,7,False,19,"accounts,aws,aws-codebuild,aws-control-tower,aws-finops,aws-incident-manager,aws-lambda-python,aws-organizations,aws-tags,innovation,management,python",19,"automate the control, the purge and the management of AWS accounts assigned permanently to selected employees - foster innovation from cloud teams",False,False,False,False,False,False,True,False,False,False,4
Azure-Samples/aks-labs,2025-01-15T17:05:51Z,2025-04-07T11:08:01Z,54203,18,TypeScript,True,14,False,6,,6,Grab and go resources for hands-on learning about Azure Kubernetes Service (AKS),False,False,False,True,False,False,False,False,False,True,8
GoogleContainerTools/kpt-functions-catalog,2019-12-13T22:26:24Z,2025-02-12T00:38:13Z,45219,92,TypeScript,False,68,False,93,"config-as-data,config-management,configuration,configuration-management,continuous-integration,customization,gitops,kpt,krm,kubernetes,kustomize,policy,shift-left,shift-left-security,typescript,unix-philosophy,validation",93,Curated catalog of generally useful kpt functions,False,False,False,True,False,False,False,False,False,True,43
denniszielke/container_demos,2017-07-31T08:19:38Z,2025-02-15T08:50:04Z,18953,68,Shell,True,36,False,4,"aci,acr,aks,azure,demo,go,java,kubernetes,nodejs,quarkus",4,Demos for cloud native applications on Azure,False,False,False,True,False,False,False,False,False,True,3
askmeegs/build-a-platform-with-krm,2021-02-02T16:20:00Z,2024-11-28T20:08:27Z,37166,66,HCL,True,43,False,6,"anthos,config-management,gke,google-cloud,krm,kubernetes,kustomize,openpolicyagent",6,Build a platform with the Kubernetes resource model! ,False,False,False,True,False,False,False,False,False,True,6
vmware/dod-compliance-and-automation,2019-12-17T17:34:20Z,2025-04-03T19:46:20Z,91276,165,Ruby,True,65,False,20,,20,Security hardening content for VMware solutions to US Department of Defense standards,False,False,False,True,False,False,False,False,False,True,21
controlplaneio/threat-modelling-labs,2021-07-15T09:28:09Z,2025-03-12T18:46:27Z,4860,31,Makefile,True,22,False,0,"kubernetes,security,threatmodelling,training",0,Labs for Threat Modelling training delivered by ControlPlane,False,False,False,True,False,False,False,False,False,True,5
sigstore/cosign-gatekeeper-provider,2021-11-20T06:06:10Z,2025-03-22T12:44:36Z,636,78,Go,True,22,False,24,"cosign,fulcio,gatekeeper,keyless,opa,rekor,sigstore",24,🔮 ✈️ to integrate OPA Gatekeeper's new ExternalData feature with cosign to determine whether the images are valid by verifying their signatures,False,False,False,True,False,False,False,False,False,True,10
GoogleCloudPlatform/config-validator,2019-03-28T20:29:06Z,2025-03-24T20:51:18Z,909,46,Go,True,35,False,20,,20,Golang library which provides functionality to evaluate GCP resources against Rego-based policies,False,False,False,True,False,False,False,False,False,True,22
sst/sst,2020-08-04T20:28:14Z,2025-04-08T09:38:14Z,158317,23390,TypeScript,True,1798,False,560,,560,Build full-stack apps on your own infrastructure.,False,False,False,True,False,False,False,False,False,False,192
webiny/webiny-js,2018-01-09T13:09:44Z,2025-04-07T19:34:39Z,412302,7561,TypeScript,True,622,False,327,"aws,aws-lambda,cloud,cms,graphql,headless,headless-cms,javascript,lambda,lambda-functions,microservice,nodejs,react,serverless,serverless-applications,serverless-architectures,serverless-framework,spa,typescript",327,"Open-source serverless enterprise CMS. Includes a headless CMS, page builder, form builder, and file manager. Easy to customize and expand. Deploys to AWS.",False,False,False,True,False,False,False,False,False,False,81
synmetrix/synmetrix,2021-06-18T17:57:03Z,2025-04-04T12:10:58Z,4591,547,JavaScript,True,30,False,8,"big-data,bigquery,business-intelligence,clickhouse,cube,cubejs,data-engineering,databricks,dremio,druid,firebolt,llm,prestodb,redshift,semantic-layer,snowflake,vertica",8,Synmetrix – production-ready open source semantic layer on Cube,False,False,False,True,False,False,False,False,False,False,5
topmonks/hlidac-shopu,2018-11-28T12:08:05Z,2025-04-08T08:48:00Z,318393,73,JavaScript,True,39,False,42,"chrome-extension,esm,firefox-extension,ios-app,pulumi-aws,pwa-app,safari-extension",42,Hlídač shopů,False,False,False,True,False,False,False,False,False,False,45
fits/try_samples,2010-05-02T02:23:55Z,2025-03-30T03:01:16Z,21106,37,Rust,True,23,False,51,,51,samples,False,False,False,True,False,False,False,False,False,False,4
invinst/chicago-police-data,2016-06-03T06:34:33Z,2025-03-08T21:43:09Z,1757393,162,HTML,True,60,False,12,,12,a collection of public data re: CPD officers involved in police encounters,False,False,False,False,False,False,True,False,False,False,24
OnlineCodex/OnlineCodex,2018-09-10T19:43:31Z,2025-01-02T01:21:33Z,5221,23,Java,True,5,False,16,,16,Armybuilding tool for warhammer 40k,False,False,False,False,False,False,True,False,False,False,12
TwitchPlaysPokemon/pbr-movesets,2016-09-27T03:41:05Z,2025-03-29T14:43:51Z,13717,5,Python,True,22,False,3,,3,,False,False,False,False,False,False,True,False,False,False,46
hmrc/address-lookup,2017-02-07T20:11:46Z,2024-10-29T14:45:58Z,3814,6,Scala,True,9,False,3,,3,,False,False,False,False,False,False,True,False,False,False,23
rancher/rancher,2014-11-07T20:49:31Z,2025-04-08T08:06:17Z,163344,24002,Go,True,3025,False,3049,"cattle,containers,docker,kubernetes,orchestration,rancher",3049,Complete container management platform,False,False,False,False,False,False,True,False,False,False,374
cncf/devstats,2023-03-30T07:49:21Z,2025-04-08T08:50:21Z,25165,88,Shell,True,31,False,8,,8,📈CNCF-created tool for analyzing and graphing developer contributions,False,False,False,False,False,False,True,False,False,False,11
konfig-dev/konfig,2022-11-12T09:39:54Z,2025-04-07T03:40:26Z,555560,1531,TypeScript,True,416,False,7,"api,documentation,sdks",7,SDK & API Docs Generator. Sunset as of December 2024,False,False,False,False,False,False,True,False,False,False,9
eclipse-tractusx/portal,2022-10-24T18:41:58Z,2025-04-08T08:04:35Z,2963,8,Smarty,True,19,False,16,,16,Portal - Helm charts,False,False,False,False,False,False,True,False,False,False,17
fhir-ru/core,2019-05-28T10:00:19Z,2024-09-03T07:41:40Z,15282,26,HTML,True,8,False,81,,81,RU Core FHIR IG,False,False,False,False,False,False,True,False,False,False,10
AzeemGhumman/iqbal-demystified-dataset,2018-04-12T06:03:57Z,2024-12-28T10:06:48Z,11733,12,UrWeb,True,13,False,3,"iqbal,persian,poetry,urdu",3,Complete dataset of Allama Iqbal's Urdu and Persian books with translation and notes,False,False,False,False,False,False,True,False,False,False,2
networkservicemesh/sdk,2020-01-14T18:21:48Z,2025-04-01T06:55:34Z,4040,34,Go,True,36,False,143,networkservicemesh,143,,False,True,False,False,False,False,False,False,False,False,41
nscuro/dtapac,2022-04-15T15:56:50Z,2025-02-09T01:08:43Z,3393,33,Go,True,5,False,12,"dependency-track,dtrack,go,golang,opa,open-policy-agent,owasp,policy-as-code",12,Audit Dependency-Track findings and policy violations via policy as code,False,True,False,False,False,False,False,False,False,False,4
okteto/okteto,2018-08-07T08:57:27Z,2025-04-08T11:42:01Z,25577,3332,Go,True,311,False,35,"cloud-native,cloud-native-developers,debug,developer-tools,development,docker,hacktoberfest,helm,kubernetes,okteto",35,Develop your applications directly in your Kubernetes Cluster,False,False,True,False,False,False,False,False,False,False,73
open-policy-agent/conftest,2019-03-28T17:12:29Z,2025-04-08T09:01:04Z,4535,2942,Go,True,309,False,46,"kubernetes,open-policy-agent,openpolicyagent,rego,testing",46,Write tests against structured configuration data using the Open Policy Agent Rego query language,False,True,False,False,False,False,False,False,False,False,111
open-policy-agent/contrib,2017-04-25T21:22:53Z,2025-04-06T15:33:34Z,19226,333,Go,True,153,False,9,"contrib,hack,integrations,opa,open-policy-agent,proof-of-concept",9,"Integrations, examples, and proof-of-concepts that are not part of OPA proper.",False,True,False,False,False,False,False,False,False,False,56
open-policy-agent/example-api-authz-go,2018-08-15T17:16:48Z,2025-02-20T01:07:31Z,8956,97,Go,True,24,False,1,,1,Example Go service that uses OPA for API authorization.,False,True,False,False,False,False,False,False,False,False,7
pachyderm/pachyderm,2014-09-04T07:50:02Z,2025-04-07T08:11:12Z,656481,6218,Go,True,568,False,931,"analytics,big-data,containers,data-analysis,data-science,distributed-systems,docker,go,kubernetes,pachyderm",931,Data-Centric Pipelines and Data Versioning,False,False,False,True,False,False,False,False,False,True,195
GoogleContainerTools/kpt-functions-sdk,2019-12-13T22:26:22Z,2024-12-17T01:23:16Z,24967,55,TypeScript,False,37,False,55,,55,,False,False,False,True,False,False,False,False,False,True,22
GoogleCloudPlatform/policy-library,2019-03-28T20:32:34Z,2025-03-30T04:01:36Z,2706,227,TypeScript,True,129,False,55,,55,A library of constraint templates and sample constraints for Constraint Framework tools,False,False,False,True,False,False,False,False,False,True,53
m9sweeper/m9sweeper,2022-10-28T15:31:47Z,2025-03-28T16:22:14Z,24214,257,TypeScript,True,26,False,15,"containers,docker,falco,kube-bench,kube-hunter,kubernetes,kubesec,security,trivy",15,m9sweeper is a free and easy kubernetes security platform. ,False,False,False,True,False,False,False,False,False,True,16
PacktPublishing/Bootstrap-Service-Mesh-Implementations-with-Istio,2022-06-27T05:19:44Z,2025-02-15T08:39:40Z,166999,13,HCL,True,14,False,0,,0,"Bootstrap Service Mesh Implementations with Istio, Published by Packt",False,False,False,True,False,False,False,False,False,True,6
trevorbox/service-mesh-patterns,2020-06-15T21:26:16Z,2024-06-05T23:34:17Z,1885,30,Smarty,True,16,False,0,,0,Design Considerations at the Edge of the ServiceMesh,False,False,False,True,False,False,False,False,False,True,2
PacktPublishing/The-Ultimate-Guide-to-Building-a-Google-Cloud-Foundation,2022-03-04T12:23:02Z,2024-10-16T14:20:40Z,429,11,HCL,True,5,False,0,,0,"The Ultimate Guide to Building a Google Cloud Foundation, published by Packt",False,False,False,True,False,False,False,False,False,True,4
kubesphere/ks-installer,2019-07-15T08:24:39Z,2025-04-01T08:00:58Z,142413,541,Jinja,True,749,False,281,"dashboard,existing-kubernetes-cluster,hacktoberfest,installer,k8s,kubernetes,kubernetes-dashboard",281,Install KubeSphere on existing Kubernetes cluster,False,False,False,True,False,False,False,False,False,True,110
kyma-project/test-infra,2018-09-05T09:44:20Z,2025-04-08T05:23:23Z,48240,37,Go,True,179,False,103,,103,,False,False,False,True,False,False,False,False,False,True,209
GoogleCloudPlatform/terraform-google-secured-data-warehouse,2021-04-30T20:29:00Z,2025-03-17T13:47:58Z,1409,82,HCL,True,38,False,24,"cft-terraform,data-analytics,end-to-end",24,Deploys a secured BigQuery data warehouse,False,False,False,True,False,False,False,False,False,True,20
HHS/hhs-ocdo,2020-10-29T19:43:55Z,2025-03-25T00:35:20Z,36681,5,HTML,True,9,False,8,,8,,False,False,False,False,False,False,True,False,False,False,10
FIWARE/keycloak-vc-issuer,2023-01-26T15:01:09Z,2025-03-03T13:27:44Z,14465,19,Java,True,7,False,1,,1,Keycloak provider implementation to support SIOP-2 clients and the issuance of VerifiableCredentials through the Account-Console.,False,False,False,False,False,False,True,False,False,False,5
GeoscienceAustralia/dea-knowledge-hub,2019-08-30T01:36:18Z,2025-04-08T06:03:39Z,266156,10,Python,True,8,False,10,"digitalearthaustralia,geoscienceaustralia",10,"DEA Knowledge Hub — The Knowledge Hub brings together information about Digital Earth Australia’s products and services, allowing you to utilise our free and open-source satellite imagery archive.",False,False,False,False,False,False,True,False,False,False,36
schollz/poetry-generator,2014-11-30T17:39:18Z,2024-11-01T12:48:55Z,102,294,Python,True,69,False,4,"poem,poetry-generator,python",4,A Python2 based Backus-Naur poetry generator,False,False,False,False,False,False,True,False,False,False,2
Sunbird-Lern/userorg-service,2017-07-03T14:51:28Z,2025-03-13T11:11:28Z,23969,32,Java,True,145,False,21,,21,API services for Learning management system of sunbird,False,False,False,False,False,False,True,False,False,False,50
Shuffle/python-apps,2020-05-09T06:57:26Z,2025-04-02T22:39:30Z,42333,109,Python,True,111,False,129,"api,generated,python",129,"Apps to be used for Shuffle automation. Most of Shuffle's apps (2500+) are generated from APIs, and available in the search engine below:",False,False,False,False,False,False,True,False,False,False,53
opencontrol/standards,2017-11-16T04:53:24Z,2024-10-10T14:57:53Z,231,45,Go,True,18,False,2,,2,OpenControl-formatted industry standards and requirement documents,False,False,False,False,False,False,True,False,False,False,10
GovReady/govready-q,2016-04-28T21:38:38Z,2025-04-01T03:49:10Z,31539,188,Python,True,59,False,43,,43,"An open source, self-service GRC tool to automate security assessments and compliance.",False,False,False,False,False,False,True,False,False,False,39
factset/enterprise-sdk,2021-11-25T15:44:51Z,2025-04-07T17:59:07Z,92608,33,Python,True,13,False,2,"api,factset,sdk",2,The FactSet Enterprise SDK facilitates access to APIs,False,False,False,False,False,False,True,False,False,False,3
tilt-dev/tilt-extensions,2020-02-10T21:53:32Z,2025-04-04T17:55:48Z,1925,214,Starlark,True,176,False,51,"developer-tools,development-environment,hacktoberfest,kubernetes",51,Extensions for Tilt,False,False,False,True,False,False,False,False,False,False,140
pulumi/automation-api-examples,2020-09-01T21:20:06Z,2025-04-07T00:43:41Z,56143,229,Go,True,58,False,23,,23,Examples for the Pulumi Automation API https://pkg.go.dev/github.com/pulumi/pulumi/sdk/v3/go/auto?tab=doc,False,False,False,True,False,False,False,False,False,False,25
iann0036/former2,2019-03-01T12:06:47Z,2025-04-08T06:27:12Z,68654,2303,JavaScript,True,277,False,178,"aws,cdk,cdktf,cloudformation,iac,pulumi,terraform,troposphere",178,Generate CloudFormation / Terraform / Troposphere templates from your existing AWS resources.,False,False,False,True,False,False,False,False,False,False,31
open-policy-agent/golang-opa-wasm,2020-04-14T19:41:46Z,2024-11-15T15:42:45Z,63,21,Go,True,6,False,2,,2,Open Policy Agent WebAssembly Go SDK,False,True,False,False,False,False,False,False,False,False,2
open-policy-agent/library,2017-08-25T22:08:16Z,2025-02-25T15:03:08Z,65,97,Open Policy Agent,True,33,False,3,,3,The Open Policy Agent project standard library.,False,True,False,False,False,False,False,False,False,False,13
open-policy-agent/npm-opa-wasm,2019-05-14T18:33:20Z,2025-03-02T18:29:23Z,1786,145,JavaScript,True,45,False,15,"authorization,browser,declarative,deno,nodejs,opa,open-policy-agent,policy,wasm,webassembly",15,Open Policy Agent WebAssembly NPM module (opa-wasm),False,True,False,False,False,False,False,False,False,False,23
open-policy-agent/opa,2015-12-28T22:08:25Z,2025-04-08T09:06:54Z,1090131,10113,Go,True,1397,False,391,"authorization,cloud-native,compliance,declarative,doge,json,lolcat,opa,open-policy-agent,policy",391,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",False,True,False,False,False,False,False,False,False,False,507
open-policy-agent/opa-docker-authz,2016-06-08T16:43:57Z,2025-03-18T08:55:18Z,234597,87,Go,True,26,False,13,"authorization,docker,opa",13,A policy-enabled authorization plugin for Docker.,False,True,False,False,False,False,False,False,False,False,17
open-policy-agent/opa-envoy-plugin,2018-03-08T19:55:10Z,2025-04-07T10:09:30Z,913144,336,Go,True,116,False,19,"authorization,cloud-native,compliance,envoy,istio-proxy,opa,opa-envoy,policy",19,A plugin to enforce OPA policies with Envoy,False,True,False,False,False,False,False,False,False,False,54
open-policy-agent/opa-idea-plugin,2020-03-11T23:04:33Z,2025-03-18T16:03:54Z,1234,57,Kotlin,True,22,False,36,,36,Open Policy Agent plugin for IntelliJ ,False,True,False,False,False,False,False,False,False,False,14
open-telemetry/semantic-conventions,2023-05-09T17:15:53Z,2025-04-08T01:30:17Z,6582,347,Open Policy Agent,True,216,False,549,,549,"Defines standards for generating consistent, accessible telemetry across a variety of domains",False,True,False,False,False,False,False,False,False,False,229
open-telemetry/weaver,2024-02-07T18:14:56Z,2025-04-07T22:15:39Z,7702,117,Rust,True,42,False,68,"codegen,documentation,observability,opentelemetry,policy,semconv",68,"OTel Weaver lets you easily develop, validate, document, and deploy semantic conventions",False,True,False,False,False,False,False,False,False,False,21
oracle-devrel/cd3-automation-toolkit,2022-10-10T16:30:17Z,2025-04-04T14:27:55Z,87111,58,Python,True,27,False,0,,0,The CD3 Automation Toolkit generates Terraform modules from a design spec in an Excel sheet.  It also enables a user to export an OCI tenancy into Excel and corresponding TF modules (and associated tfvars),False,True,False,False,False,False,False,False,False,False,9
orchestracities/anubis,2021-01-26T10:56:20Z,2024-10-23T19:54:41Z,1182,8,Python,True,6,False,29,"access-control,acl,ngsi,ngsi-v2,ngsiv2,opa,rego,wac",29,Anubis: a flexible policy enforcement solution for NGSI APIs (and beyond!),False,True,False,False,False,False,False,False,False,False,6
ossf/alpha-omega,2021-11-09T21:36:55Z,2025-04-04T04:32:52Z,11752,95,Open Policy Agent,True,55,False,59,"open-source-security,opensource,security",59,Our mission is to catalyze sustainable improvements to critical open source software projects and ecosystems.,False,True,False,False,False,False,False,False,False,False,38
oxyno-zeta/s3-proxy,2019-09-22T14:17:39Z,2025-04-07T21:14:27Z,3151,338,Go,True,38,False,13,"basic-authentication,opa,openid-connect,reverse-proxy,s3,s3-bucket,s3-proxy,serve-static",13,"S3 Reverse Proxy with GET, PUT and DELETE methods and authentication (OpenID Connect and Basic Auth)",False,True,False,False,False,False,False,False,False,False,8
GoogleCloudPlatform/solution-acceleration-toolkit,2020-01-09T16:20:55Z,2025-04-02T16:01:38Z,5649,162,Go,True,69,False,35,,35,"Deploy, monitor & audit on GCP simplified",False,False,False,True,False,False,False,False,False,True,22
aws-samples/eks-security-compromised-cluster-remediation,2021-10-26T21:52:52Z,2024-01-15T17:48:25Z,12794,25,Go,True,13,False,0,,0,,False,False,False,True,False,False,False,False,False,True,10
raffaelespazzoli/openshift-enablement-exam,2016-10-10T14:04:07Z,2024-09-12T10:18:34Z,11735,64,Shell,True,50,False,9,,9,,False,False,False,False,False,True,False,False,False,False,9
raffaelespazzoli/openshift-enablement-exam,2016-10-10T14:04:07Z,2024-09-12T10:18:34Z,11735,64,Shell,True,50,False,9,,9,,False,False,False,True,False,False,False,False,False,True,9
raffaelespazzoli/openshift-enablement-exam,2016-10-10T14:04:07Z,2024-09-12T10:18:34Z,11735,64,Shell,True,50,False,9,,9,,False,False,False,False,False,True,False,False,False,False,9
raffaelespazzoli/openshift-enablement-exam,2016-10-10T14:04:07Z,2024-09-12T10:18:34Z,11735,64,Shell,True,50,False,9,,9,,False,False,False,True,False,False,False,False,False,True,9
eclipse-symphony/symphony,2024-01-04T08:15:45Z,2025-04-08T09:09:01Z,134891,46,Go,True,32,False,170,,170,Symphony project,False,False,False,True,False,False,False,False,False,True,41
kubermatic/kubermatic,2016-01-30T17:05:09Z,2025-04-08T10:52:17Z,172638,1138,Go,True,170,False,356,"cluster-api,kubermatic-kubernetes-platform,kubernetes",356,Kubermatic Kubernetes Platform - the Central Kubernetes Management Platform For Any Infrastructure ,False,False,False,True,False,False,False,False,False,True,145
Azure/ARO-RP,2019-11-29T15:27:53Z,2025-04-08T02:37:41Z,172510,105,Go,True,182,False,148,,148,Azure Red Hat OpenShift RP,False,False,False,True,False,False,False,False,False,True,153
GoogleCloudPlatform/pbmm-on-gcp-onboarding,2021-05-06T15:22:53Z,2025-03-30T17:53:29Z,43224,50,HCL,True,59,False,21,,21,GCP Canadian Public Sector Landing Zone overlay on top of the TEF via CFT modules - a secure cloud foundation,False,False,False,True,False,False,False,False,False,True,93
